state,location_type,name,Studio,1_bed,2_bed,3_bed,4_bed,avg_rent,minimum_wage,monthly_min_wage_income,hours_to_afford_avg_rent
Texas,county,Kendall County,1229,1360,1677,2204,2500,1794.0,7.25,1160.0,247.44827586206895
Texas,county,Kenedy County,791,818,1016,1332,1510,1093.4,7.25,1160.0,150.8137931034483
Texas,county,Kent County,791,818,1016,1332,1510,1093.4,7.25,1160.0,150.8137931034483
Texas,county,Kerr County,902,942,1158,1548,1880,1286.0,7.25,1160.0,177.3793103448276
Texas,county,Kimble County,693,698,912,1139,1355,959.4,7.25,1160.0,132.3310344827586
Texas,county,King County,791,818,1016,1332,1510,1093.4,7.25,1160.0,150.8137931034483
Texas,county,Kinney County,791,818,1016,1332,1510,1093.4,7.25,1160.0,150.8137931034483
Texas,county,Kleberg County,923,929,1221,1476,1815,1272.8,7.25,1160.0,175.55862068965516
Texas,county,Knox County,705,729,905,1187,1345,974.2,7.25,1160.0,134.37241379310345
Texas,county,La Salle County,713,738,916,1291,1361,1003.8,7.25,1160.0,138.4551724137931
Texas,county,Lamar County,629,745,928,1254,1570,1025.2,7.25,1160.0,141.40689655172415
Texas,county,Lamb County,684,689,905,1231,1484,998.6,7.25,1160.0,137.73793103448276
Texas,county,Lampasas County,789,795,1044,1405,1772,1161.0,7.25,1160.0,160.13793103448276
Texas,county,Lavaca County,831,858,1067,1290,1580,1125.2,7.25,1160.0,155.20000000000002
Texas,county,Lee County,935,1002,1201,1452,1599,1237.8,7.25,1160.0,170.73103448275862
Texas,county,Leon County,629,706,928,1231,1236,946.0,7.25,1160.0,130.48275862068965
Texas,county,Liberty County,1073,1135,1357,1792,2303,1532.0,7.25,1160.0,211.31034482758622
Texas,county,Limestone County,651,731,961,1162,1605,1022.0,7.25,1160.0,140.9655172413793
Texas,county,Lipscomb County,742,767,953,1152,1416,1006.0,7.25,1160.0,138.75862068965517
Texas,county,Live Oak County,707,712,935,1318,1390,1012.4,7.25,1160.0,139.64137931034483
Texas,county,Llano County,890,896,1177,1423,1829,1243.0,7.25,1160.0,171.44827586206895
Texas,county,Loving County,791,818,1016,1332,1510,1093.4,7.25,1160.0,150.8137931034483
Texas,county,Lubbock County,778,931,1113,1551,1829,1240.4,7.25,1160.0,171.0896551724138
Texas,county,Lynn County,633,758,905,1264,1462,1004.4,7.25,1160.0,138.53793103448277
Texas,county,Madison County,743,748,963,1285,1431,1034.0,7.25,1160.0,142.6206896551724
Texas,county,Marion County,705,723,905,1217,1345,979.0,7.25,1160.0,135.0344827586207
Texas,county,Martin County,765,770,905,1275,1536,1050.2,7.25,1160.0,144.8551724137931
Texas,county,Mason County,747,772,959,1291,1425,1038.8,7.25,1160.0,143.28275862068966
Texas,county,Matagorda County,868,874,1148,1484,1948,1264.4,7.25,1160.0,174.4
Texas,county,Maverick County,753,758,928,1192,1236,973.4,7.25,1160.0,134.26206896551724
Texas,county,McCulloch County,807,835,1037,1254,1541,1094.8,7.25,1160.0,151.00689655172414
Texas,county,McLennan County,875,1011,1266,1632,1686,1294.0,7.25,1160.0,178.48275862068965
Texas,county,McMullen County,791,818,1016,1332,1510,1093.4,7.25,1160.0,150.8137931034483
Texas,county,Medina County,834,866,1138,1513,1516,1173.4,7.25,1160.0,161.848275862069
Texas,county,Menard County,705,729,905,1275,1345,991.8,7.25,1160.0,136.79999999999998
Texas,county,Midland County,1364,1372,1612,2059,2723,1826.0,7.25,1160.0,251.86206896551724
Texas,county,Milam County,735,794,944,1185,1513,1034.2,7.25,1160.0,142.64827586206897
Texas,county,Mills County,705,729,905,1275,1345,991.8,7.25,1160.0,136.79999999999998
Texas,county,Mitchell County,751,848,964,1358,1433,1070.8,7.25,1160.0,147.69655172413792
Texas,county,Montague County,868,874,1148,1553,1706,1229.8,7.25,1160.0,169.62758620689655
Texas,county,Montgomery County,1073,1135,1357,1792,2303,1532.0,7.25,1160.0,211.31034482758622
Texas,county,Moore County,811,817,1073,1297,1595,1118.6,7.25,1160.0,154.28965517241377
Texas,county,Morris County,684,689,905,1249,1443,994.0,7.25,1160.0,137.10344827586206
Texas,county,Motley County,705,729,905,1103,1345,957.4,7.25,1160.0,132.0551724137931
Texas,county,Nacogdoches County,834,926,1069,1372,1814,1203.0,7.25,1160.0,165.93103448275863
Texas,county,Navarro County,700,772,1015,1430,1722,1127.8,7.25,1160.0,155.55862068965516
Texas,county,Newton County,705,729,905,1201,1345,977.0,7.25,1160.0,134.75862068965517
Texas,county,Nolan County,733,750,942,1327,1599,1070.2,7.25,1160.0,147.61379310344827
Texas,county,Nueces County,1030,1104,1355,1763,2066,1463.6,7.25,1160.0,201.87586206896552
Texas,county,Ochiltree County,839,867,1077,1305,1601,1137.8,7.25,1160.0,156.93793103448274
Texas,county,Oldham County,703,821,1010,1221,1613,1073.6,7.25,1160.0,148.08275862068965
Texas,county,Orange County,892,932,1126,1470,1575,1199.0,7.25,1160.0,165.3793103448276
Texas,county,Palo Pinto County,795,800,1051,1305,1705,1131.2,7.25,1160.0,156.02758620689656
Texas,county,Panola County,725,730,959,1189,1365,993.6,7.25,1160.0,137.04827586206898
Texas,county,Parker County,1266,1384,1617,2144,2615,1805.2,7.25,1160.0,248.99310344827586
Texas,county,Parmer County,766,785,984,1190,1656,1076.2,7.25,1160.0,148.44137931034484
Texas,county,Pecos County,744,851,955,1346,1419,1063.0,7.25,1160.0,146.6206896551724
Texas,county,Polk County,775,877,995,1274,1425,1069.2,7.25,1160.0,147.4758620689655
Texas,county,Potter County,754,879,1082,1482,1728,1185.0,7.25,1160.0,163.44827586206895
Texas,county,Presidio County,705,806,905,1275,1345,1007.2,7.25,1160.0,138.9241379310345
Texas,county,Rains County,722,826,927,1296,1380,1030.2,7.25,1160.0,142.09655172413792
Texas,county,Randall County,754,879,1082,1482,1728,1185.0,7.25,1160.0,163.44827586206895
Texas,county,Reagan County,829,857,1065,1288,1583,1124.4,7.25,1160.0,155.0896551724138
Texas,county,Real County,829,857,1065,1397,1583,1146.2,7.25,1160.0,158.09655172413792
Texas,county,Red River County,705,806,905,1094,1345,971.0,7.25,1160.0,133.93103448275863
Texas,county,Reeves County,788,815,1012,1378,1504,1099.4,7.25,1160.0,151.64137931034483
Texas,county,Refugio County,705,754,906,1188,1346,979.8,7.25,1160.0,135.1448275862069
Texas,county,Roberts County,791,818,1016,1332,1510,1093.4,7.25,1160.0,150.8137931034483
Texas,county,Robertson County,958,1015,1140,1606,1710,1285.8,7.25,1160.0,177.35172413793103
Texas,county,Rockwall County,1426,1500,1758,2212,2847,1948.6,7.25,1160.0,268.77241379310345
Texas,county,Runnels County,783,788,1035,1251,1378,1047.0,7.25,1160.0,144.41379310344828
Texas,county,Rusk County,764,769,1011,1286,1421,1050.2,7.25,1160.0,144.8551724137931
Texas,county,Sabine County,705,722,905,1253,1536,1024.2,7.25,1160.0,141.26896551724138
Texas,county,San Augustine County,791,818,1016,1332,1510,1093.4,7.25,1160.0,150.8137931034483
Texas,county,San Jacinto County,706,808,907,1203,1208,966.4,7.25,1160.0,133.29655172413794
Texas,county,San Patricio County,1030,1104,1355,1763,2066,1463.6,7.25,1160.0,201.87586206896552
Texas,county,San Saba County,771,776,1020,1233,1516,1063.2,7.25,1160.0,146.64827586206897
Texas,county,Schleicher County,791,818,1016,1332,1510,1093.4,7.25,1160.0,150.8137931034483
Texas,county,Scurry County,748,856,961,1354,1631,1110.0,7.25,1160.0,153.10344827586206
Texas,county,Shackelford County,791,818,1016,1332,1510,1093.4,7.25,1160.0,150.8137931034483
Texas,county,Shelby County,705,806,905,1275,1373,1012.8,7.25,1160.0,139.69655172413792
Texas,county,Sherman County,705,729,905,1233,1237,961.8,7.25,1160.0,132.66206896551722
Texas,county,Smith County,966,1009,1235,1621,1912,1348.6,7.25,1160.0,186.01379310344825
Texas,county,Somervell County,786,813,1010,1423,1501,1106.6,7.25,1160.0,152.63448275862066
Texas,county,Starr County,684,689,905,1275,1345,979.6,7.25,1160.0,135.11724137931034
Texas,county,Stephens County,705,729,905,1275,1345,991.8,7.25,1160.0,136.79999999999998
Texas,county,Sterling County,777,925,1146,1516,1906,1254.0,7.25,1160.0,172.9655172413793
Texas,county,Stonewall County,791,818,1016,1332,1510,1093.4,7.25,1160.0,150.8137931034483
Texas,county,Sutton County,689,694,905,1275,1345,981.6,7.25,1160.0,135.39310344827587
Texas,county,Swisher County,705,723,905,1275,1345,990.6,7.25,1160.0,136.6344827586207
Texas,county,Tarrant County,1266,1384,1617,2144,2615,1805.2,7.25,1160.0,248.99310344827586
Texas,county,Taylor County,860,876,1117,1488,1789,1226.0,7.25,1160.0,169.10344827586206
Texas,county,Terrell County,791,818,1016,1332,1510,1093.4,7.25,1160.0,150.8137931034483
Texas,county,Terry County,718,742,922,1296,1370,1009.6,7.25,1160.0,139.2551724137931
Texas,county,Throckmorton County,721,746,926,1120,1376,977.8,7.25,1160.0,134.86896551724138
Texas,county,Titus County,717,722,926,1229,1233,965.4,7.25,1160.0,133.15862068965518
Texas,county,Tom Green County,779,927,1149,1523,1912,1258.0,7.25,1160.0,173.51724137931035
Texas,county,Travis County,1519,1635,1924,2470,2840,2077.6,7.25,1160.0,286.5655172413793
Texas,county,Trinity County,786,799,1009,1220,1712,1105.2,7.25,1160.0,152.44137931034484
Texas,county,Tyler County,705,725,905,1094,1345,954.8,7.25,1160.0,131.69655172413792
Texas,county,Upshur County,889,930,1102,1537,1665,1224.6,7.25,1160.0,168.9103448275862
Texas,county,Upton County,705,806,905,1187,1345,989.6,7.25,1160.0,136.49655172413793
Texas,county,Uvalde County,794,881,1020,1437,1653,1157.0,7.25,1160.0,159.58620689655172
Texas,county,Val Verde County,764,769,1011,1341,1346,1046.2,7.25,1160.0,144.30344827586208
Texas,county,Van Zandt County,711,798,1049,1478,1547,1116.6,7.25,1160.0,154.01379310344825
Texas,county,Victoria County,1010,1016,1276,1588,1753,1328.6,7.25,1160.0,183.2551724137931
Texas,county,Walker County,807,1035,1190,1441,2019,1298.4,7.25,1160.0,179.0896551724138
Texas,county,Waller County,1073,1135,1357,1792,2303,1532.0,7.25,1160.0,211.31034482758622
Texas,county,Ward County,831,950,1067,1410,1586,1168.8,7.25,1160.0,161.21379310344827
Texas,county,Washington County,919,973,1181,1586,1730,1277.8,7.25,1160.0,176.24827586206897
Texas,county,Webb County,876,881,1087,1384,1449,1135.4,7.25,1160.0,156.60689655172416
Texas,county,Wharton County,677,803,999,1408,1558,1089.0,7.25,1160.0,150.20689655172413
Texas,county,Wheeler County,729,730,936,1132,1391,983.6,7.25,1160.0,135.6689655172414
Texas,county,Wichita County,800,843,1037,1418,1611,1141.8,7.25,1160.0,157.4896551724138
Texas,county,Wilbarger County,702,706,928,1122,1379,967.4,7.25,1160.0,133.43448275862067
Texas,county,Willacy County,684,689,905,1201,1205,936.8,7.25,1160.0,129.21379310344827
Texas,county,Williamson County,1519,1635,1924,2470,2840,2077.6,7.25,1160.0,286.5655172413793
Texas,county,Wilson County,1067,1197,1458,1846,2206,1554.8,7.25,1160.0,214.4551724137931
Texas,county,Winkler County,791,818,1016,1332,1510,1093.4,7.25,1160.0,150.8137931034483
Texas,county,Wise County,946,1047,1175,1656,1800,1324.8,7.25,1160.0,182.73103448275862
Texas,county,Wood County,740,831,1092,1320,1623,1121.2,7.25,1160.0,154.64827586206897
Texas,county,Yoakum County,907,951,1165,1409,1731,1232.6,7.25,1160.0,170.01379310344825
Texas,county,Young County,744,799,955,1261,1393,1030.4,7.25,1160.0,142.12413793103448
Texas,county,Zapata County,705,721,905,1094,1345,954.0,7.25,1160.0,131.58620689655172
Texas,county,Zavala County,705,729,905,1275,1345,991.8,7.25,1160.0,136.79999999999998
Utah,metro,"Box Elder County, UT HUD Metro FMR Area",659,809,972,1337,1591,1073.6,7.25,1160.0,148.08275862068965
Utah,metro,"Logan, UT-ID MSA",790,836,1047,1475,1777,1185.0,7.25,1160.0,163.44827586206895
Utah,metro,"Ogden-Clearfield, UT HUD Metro FMR Area",1016,1108,1350,1831,2229,1506.8,7.25,1160.0,207.83448275862068
Utah,metro,"Provo-Orem, UT MSA",1086,1093,1253,1766,2126,1464.8,7.25,1160.0,202.0413793103448
Utah,metro,"Salt Lake City, UT HUD Metro FMR Area",1121,1338,1606,2168,2452,1737.0,7.25,1160.0,239.58620689655172
Utah,metro,"St. George, UT MSA",1010,1099,1355,1856,2299,1523.8,7.25,1160.0,210.17931034482757
Utah,metro,"Tooele County, UT HUD Metro FMR Area",763,857,1126,1557,1911,1242.8,7.25,1160.0,171.4206896551724
Utah,county,Beaver County,617,752,905,1252,1375,980.2,7.25,1160.0,135.20000000000002
Utah,county,Box Elder County,659,809,972,1337,1591,1073.6,7.25,1160.0,148.08275862068965
Utah,county,Cache County,790,836,1047,1475,1777,1185.0,7.25,1160.0,163.44827586206895
Utah,county,Carbon County,613,742,905,1125,1536,984.2,7.25,1160.0,135.75172413793103
Utah,county,Daggett County,658,801,964,1298,1636,1071.4,7.25,1160.0,147.7793103448276
Utah,county,Davis County,1016,1108,1350,1831,2229,1506.8,7.25,1160.0,207.83448275862068
Utah,county,Duchesne County,656,832,962,1307,1392,1029.8,7.25,1160.0,142.0413793103448
Utah,county,Emery County,617,806,905,1254,1536,1023.6,7.25,1160.0,141.18620689655174
Utah,county,Garfield County,617,806,905,1094,1536,991.6,7.25,1160.0,136.77241379310345
Utah,county,Grand County,842,939,1234,1637,1643,1259.0,7.25,1160.0,173.6551724137931
Utah,county,Iron County,740,891,1085,1507,1841,1212.8,7.25,1160.0,167.28275862068966
Utah,county,Juab County,1086,1093,1253,1766,2126,1464.8,7.25,1160.0,202.0413793103448
Utah,county,Kane County,922,1028,1351,1634,1799,1346.8,7.25,1160.0,185.7655172413793
Utah,county,Millard County,626,762,917,1242,1338,977.0,7.25,1160.0,134.75862068965517
Utah,county,Morgan County,1016,1108,1350,1831,2229,1506.8,7.25,1160.0,207.83448275862068
Utah,county,Piute County,617,752,905,1275,1536,1017.0,7.25,1160.0,140.27586206896552
Utah,county,Rich County,617,752,905,1275,1536,1017.0,7.25,1160.0,140.27586206896552
Utah,county,Salt Lake County,1121,1338,1606,2168,2452,1737.0,7.25,1160.0,239.58620689655172
Utah,county,San Juan County,663,788,972,1175,1649,1049.4,7.25,1160.0,144.7448275862069
Utah,county,Sanpete County,684,763,1002,1212,1443,1020.8,7.25,1160.0,140.79999999999998
Utah,county,Sevier County,632,718,926,1201,1511,997.6,7.25,1160.0,137.6
Utah,county,Summit County,1383,1392,1807,2331,2525,1887.6,7.25,1160.0,260.35862068965514
Utah,county,Tooele County,763,857,1126,1557,1911,1242.8,7.25,1160.0,171.4206896551724
Utah,county,Uintah County,617,730,905,1269,1536,1011.4,7.25,1160.0,139.50344827586207
Utah,county,Utah County,1086,1093,1253,1766,2126,1464.8,7.25,1160.0,202.0413793103448
Utah,county,Wasatch County,981,1281,1438,2026,2440,1633.2,7.25,1160.0,225.26896551724138
Utah,county,Washington County,1010,1099,1355,1856,2299,1523.8,7.25,1160.0,210.17931034482757
Utah,county,Wayne County,617,752,905,1094,1536,980.8,7.25,1160.0,135.28275862068966
Utah,county,Weber County,1016,1108,1350,1831,2229,1506.8,7.25,1160.0,207.83448275862068
Vermont,metro,"Burlington-South Burlington, VT MSA",1341,1441,1887,2390,2513,1914.4,14.01,2241.6,136.6452533904354
Vermont,county,Addison County,1017,1062,1332,1741,1774,1385.2,14.01,2241.6,98.8722341184868
Vermont,county,Orleans County,831,963,1081,1401,1524,1160.0,14.01,2241.6,82.79800142755175
Vermont,county,Grand Isle County,1341,1441,1887,2390,2513,1914.4,14.01,2241.6,136.6452533904354
Vermont,county,Windsor County,1039,1136,1300,1725,1731,1386.2,14.01,2241.6,98.94361170592434
Vermont,county,Bennington County,936,1006,1241,1642,1929,1350.8,14.01,2241.6,96.41684511063526
Vermont,county,Windham County,976,1091,1340,1655,1785,1369.4,14.01,2241.6,97.7444682369736
Vermont,county,Essex County,812,834,936,1301,1319,1040.4,14.01,2241.6,74.26124197002142
Vermont,county,Essex County,812,834,936,1301,1319,1040.4,14.01,2241.6,74.26124197002142
Vermont,county,Franklin County,1341,1441,1887,2390,2513,1914.4,14.01,2241.6,136.6452533904354
Vermont,county,Windsor County,1039,1136,1300,1725,1731,1386.2,14.01,2241.6,98.94361170592434
Vermont,county,Windsor County,1039,1136,1300,1725,1731,1386.2,14.01,2241.6,98.94361170592434
Vermont,county,Caledonia County,899,922,1068,1390,1657,1187.2,14.01,2241.6,84.73947180585297
Vermont,county,Washington County,985,1106,1453,1832,1975,1470.2,14.01,2241.6,104.9393290506781
Vermont,county,Washington County,985,1106,1453,1832,1975,1470.2,14.01,2241.6,104.9393290506781
Vermont,county,Orleans County,831,963,1081,1401,1524,1160.0,14.01,2241.6,82.79800142755175
Vermont,county,Lamoille County,913,983,1291,1713,1719,1323.8,14.01,2241.6,94.48965024982155
Vermont,county,Bennington County,936,1006,1241,1642,1929,1350.8,14.01,2241.6,96.41684511063526
Vermont,county,Rutland County,991,997,1224,1561,2004,1355.4,14.01,2241.6,96.74518201284798
Vermont,county,Franklin County,1341,1441,1887,2390,2513,1914.4,14.01,2241.6,136.6452533904354
Vermont,county,Washington County,985,1106,1453,1832,1975,1470.2,14.01,2241.6,104.9393290506781
Vermont,county,Windsor County,1039,1136,1300,1725,1731,1386.2,14.01,2241.6,98.94361170592434
Vermont,county,Essex County,812,834,936,1301,1319,1040.4,14.01,2241.6,74.26124197002142
Vermont,county,Chittenden County,1341,1441,1887,2390,2513,1914.4,14.01,2241.6,136.6452533904354
Vermont,county,Orange County,976,1003,1244,1601,1671,1299.0,14.01,2241.6,92.71948608137045
Vermont,county,Orange County,976,1003,1244,1601,1671,1299.0,14.01,2241.6,92.71948608137045
Vermont,county,Rutland County,991,997,1224,1561,2004,1355.4,14.01,2241.6,96.74518201284798
Vermont,county,Windham County,976,1091,1340,1655,1785,1369.4,14.01,2241.6,97.7444682369736
Vermont,county,Windsor County,1039,1136,1300,1725,1731,1386.2,14.01,2241.6,98.94361170592434
Vermont,county,Addison County,1017,1062,1332,1741,1774,1385.2,14.01,2241.6,98.8722341184868
Vermont,county,Essex County,812,834,936,1301,1319,1040.4,14.01,2241.6,74.26124197002142
Vermont,county,Addison County,1017,1062,1332,1741,1774,1385.2,14.01,2241.6,98.8722341184868
Vermont,county,Orange County,976,1003,1244,1601,1671,1299.0,14.01,2241.6,92.71948608137045
Vermont,county,Windham County,976,1091,1340,1655,1785,1369.4,14.01,2241.6,97.7444682369736
Vermont,county,Orleans County,831,963,1081,1401,1524,1160.0,14.01,2241.6,82.79800142755175
Vermont,county,Essex County,812,834,936,1301,1319,1040.4,14.01,2241.6,74.26124197002142
Vermont,county,Chittenden County,1341,1441,1887,2390,2513,1914.4,14.01,2241.6,136.6452533904354
Vermont,county,Caledonia County,899,922,1068,1390,1657,1187.2,14.01,2241.6,84.73947180585297
Vermont,county,Chittenden County,1341,1441,1887,2390,2513,1914.4,14.01,2241.6,136.6452533904354
Vermont,county,Washington County,985,1106,1453,1832,1975,1470.2,14.01,2241.6,104.9393290506781
Vermont,county,Washington County,985,1106,1453,1832,1975,1470.2,14.01,2241.6,104.9393290506781
Vermont,county,Lamoille County,913,983,1291,1713,1719,1323.8,14.01,2241.6,94.48965024982155
Vermont,county,Essex County,812,834,936,1301,1319,1040.4,14.01,2241.6,74.26124197002142
Vermont,county,Rutland County,991,997,1224,1561,2004,1355.4,14.01,2241.6,96.74518201284798
Vermont,county,Windsor County,1039,1136,1300,1725,1731,1386.2,14.01,2241.6,98.94361170592434
Vermont,county,Orleans County,831,963,1081,1401,1524,1160.0,14.01,2241.6,82.79800142755175
Vermont,county,Chittenden County,1341,1441,1887,2390,2513,1914.4,14.01,2241.6,136.6452533904354
Vermont,county,Orange County,976,1003,1244,1601,1671,1299.0,14.01,2241.6,92.71948608137045
Vermont,county,Windsor County,1039,1136,1300,1725,1731,1386.2,14.01,2241.6,98.94361170592434
Vermont,county,Rutland County,991,997,1224,1561,2004,1355.4,14.01,2241.6,96.74518201284798
Vermont,county,Rutland County,991,997,1224,1561,2004,1355.4,14.01,2241.6,96.74518201284798
Vermont,county,Chittenden County,1341,1441,1887,2390,2513,1914.4,14.01,2241.6,136.6452533904354
Vermont,county,Essex County,812,834,936,1301,1319,1040.4,14.01,2241.6,74.26124197002142
Vermont,county,Orange County,976,1003,1244,1601,1671,1299.0,14.01,2241.6,92.71948608137045
Vermont,county,Addison County,1017,1062,1332,1741,1774,1385.2,14.01,2241.6,98.8722341184868
Vermont,county,Orleans County,831,963,1081,1401,1524,1160.0,14.01,2241.6,82.79800142755175
Vermont,county,Orleans County,831,963,1081,1401,1524,1160.0,14.01,2241.6,82.79800142755175
Vermont,county,Rutland County,991,997,1224,1561,2004,1355.4,14.01,2241.6,96.74518201284798
Vermont,county,Caledonia County,899,922,1068,1390,1657,1187.2,14.01,2241.6,84.73947180585297
Vermont,county,Orleans County,831,963,1081,1401,1524,1160.0,14.01,2241.6,82.79800142755175
Vermont,county,Bennington County,936,1006,1241,1642,1929,1350.8,14.01,2241.6,96.41684511063526
Vermont,county,Windham County,976,1091,1340,1655,1785,1369.4,14.01,2241.6,97.7444682369736
Vermont,county,Windham County,976,1091,1340,1655,1785,1369.4,14.01,2241.6,97.7444682369736
Vermont,county,Washington County,985,1106,1453,1832,1975,1470.2,14.01,2241.6,104.9393290506781
Vermont,county,Essex County,812,834,936,1301,1319,1040.4,14.01,2241.6,74.26124197002142
Vermont,county,Washington County,985,1106,1453,1832,1975,1470.2,14.01,2241.6,104.9393290506781
Vermont,county,Lamoille County,913,983,1291,1713,1719,1323.8,14.01,2241.6,94.48965024982155
Vermont,county,Lamoille County,913,983,1291,1713,1719,1323.8,14.01,2241.6,94.48965024982155
Vermont,county,Franklin County,1341,1441,1887,2390,2513,1914.4,14.01,2241.6,136.6452533904354
Vermont,county,Chittenden County,1341,1441,1887,2390,2513,1914.4,14.01,2241.6,136.6452533904354
Vermont,county,Rutland County,991,997,1224,1561,2004,1355.4,14.01,2241.6,96.74518201284798
Vermont,county,Franklin County,1341,1441,1887,2390,2513,1914.4,14.01,2241.6,136.6452533904354
Vermont,county,Franklin County,1341,1441,1887,2390,2513,1914.4,14.01,2241.6,136.6452533904354
Vermont,county,Orange County,976,1003,1244,1601,1671,1299.0,14.01,2241.6,92.71948608137045
Vermont,county,Washington County,985,1106,1453,1832,1975,1470.2,14.01,2241.6,104.9393290506781
Vermont,county,Essex County,812,834,936,1301,1319,1040.4,14.01,2241.6,74.26124197002142
Vermont,county,Addison County,1017,1062,1332,1741,1774,1385.2,14.01,2241.6,98.8722341184868
Vermont,county,Franklin County,1341,1441,1887,2390,2513,1914.4,14.01,2241.6,136.6452533904354
Vermont,county,Franklin County,1341,1441,1887,2390,2513,1914.4,14.01,2241.6,136.6452533904354
Vermont,county,Franklin County,1341,1441,1887,2390,2513,1914.4,14.01,2241.6,136.6452533904354
Vermont,county,Bennington County,936,1006,1241,1642,1929,1350.8,14.01,2241.6,96.41684511063526
Vermont,county,Orleans County,831,963,1081,1401,1524,1160.0,14.01,2241.6,82.79800142755175
Vermont,county,Addison County,1017,1062,1332,1741,1774,1385.2,14.01,2241.6,98.8722341184868
Vermont,county,Windham County,976,1091,1340,1655,1785,1369.4,14.01,2241.6,97.7444682369736
Vermont,county,Essex County,812,834,936,1301,1319,1040.4,14.01,2241.6,74.26124197002142
Vermont,county,Grand Isle County,1341,1441,1887,2390,2513,1914.4,14.01,2241.6,136.6452533904354
Vermont,county,Addison County,1017,1062,1332,1741,1774,1385.2,14.01,2241.6,98.8722341184868
Vermont,county,Orleans County,831,963,1081,1401,1524,1160.0,14.01,2241.6,82.79800142755175
Vermont,county,Caledonia County,899,922,1068,1390,1657,1187.2,14.01,2241.6,84.73947180585297
Vermont,county,Essex County,812,834,936,1301,1319,1040.4,14.01,2241.6,74.26124197002142
Vermont,county,Windham County,976,1091,1340,1655,1785,1369.4,14.01,2241.6,97.7444682369736
Vermont,county,Windham County,976,1091,1340,1655,1785,1369.4,14.01,2241.6,97.7444682369736
Vermont,county,Addison County,1017,1062,1332,1741,1774,1385.2,14.01,2241.6,98.8722341184868
Vermont,county,Caledonia County,899,922,1068,1390,1657,1187.2,14.01,2241.6,84.73947180585297
Vermont,county,Windsor County,1039,1136,1300,1725,1731,1386.2,14.01,2241.6,98.94361170592434
Vermont,county,Windsor County,1039,1136,1300,1725,1731,1386.2,14.01,2241.6,98.94361170592434
Vermont,county,Franklin County,1341,1441,1887,2390,2513,1914.4,14.01,2241.6,136.6452533904354
Vermont,county,Chittenden County,1341,1441,1887,2390,2513,1914.4,14.01,2241.6,136.6452533904354
Vermont,county,Orleans County,831,963,1081,1401,1524,1160.0,14.01,2241.6,82.79800142755175
Vermont,county,Rutland County,991,997,1224,1561,2004,1355.4,14.01,2241.6,96.74518201284798
Vermont,county,Chittenden County,1341,1441,1887,2390,2513,1914.4,14.01,2241.6,136.6452533904354
Vermont,county,Lamoille County,913,983,1291,1713,1719,1323.8,14.01,2241.6,94.48965024982155
Vermont,county,Rutland County,991,997,1224,1561,2004,1355.4,14.01,2241.6,96.74518201284798
Vermont,county,Orleans County,831,963,1081,1401,1524,1160.0,14.01,2241.6,82.79800142755175
Vermont,county,Grand Isle County,1341,1441,1887,2390,2513,1914.4,14.01,2241.6,136.6452533904354
Vermont,county,Windham County,976,1091,1340,1655,1785,1369.4,14.01,2241.6,97.7444682369736
Vermont,county,Orleans County,831,963,1081,1401,1524,1160.0,14.01,2241.6,82.79800142755175
Vermont,county,Chittenden County,1341,1441,1887,2390,2513,1914.4,14.01,2241.6,136.6452533904354
Vermont,county,Lamoille County,913,983,1291,1713,1719,1323.8,14.01,2241.6,94.48965024982155
Vermont,county,Rutland County,991,997,1224,1561,2004,1355.4,14.01,2241.6,96.74518201284798
Vermont,county,Caledonia County,899,922,1068,1390,1657,1187.2,14.01,2241.6,84.73947180585297
Vermont,county,Bennington County,936,1006,1241,1642,1929,1350.8,14.01,2241.6,96.41684511063526
Vermont,county,Addison County,1017,1062,1332,1741,1774,1385.2,14.01,2241.6,98.8722341184868
Vermont,county,Essex County,812,834,936,1301,1319,1040.4,14.01,2241.6,74.26124197002142
Vermont,county,Essex County,812,834,936,1301,1319,1040.4,14.01,2241.6,74.26124197002142
Vermont,county,Addison County,1017,1062,1332,1741,1774,1385.2,14.01,2241.6,98.8722341184868
Vermont,county,Windham County,976,1091,1340,1655,1785,1369.4,14.01,2241.6,97.7444682369736
Vermont,county,Orleans County,831,963,1081,1401,1524,1160.0,14.01,2241.6,82.79800142755175
Vermont,county,Windsor County,1039,1136,1300,1725,1731,1386.2,14.01,2241.6,98.94361170592434
Vermont,county,Essex County,812,834,936,1301,1319,1040.4,14.01,2241.6,74.26124197002142
Vermont,county,Caledonia County,899,922,1068,1390,1657,1187.2,14.01,2241.6,84.73947180585297
Vermont,county,Essex County,812,834,936,1301,1319,1040.4,14.01,2241.6,74.26124197002142
Vermont,county,Bennington County,936,1006,1241,1642,1929,1350.8,14.01,2241.6,96.41684511063526
Vermont,county,Windham County,976,1091,1340,1655,1785,1369.4,14.01,2241.6,97.7444682369736
Vermont,county,Washington County,985,1106,1453,1832,1975,1470.2,14.01,2241.6,104.9393290506781
Vermont,county,Rutland County,991,997,1224,1561,2004,1355.4,14.01,2241.6,96.74518201284798
Vermont,county,Addison County,1017,1062,1332,1741,1774,1385.2,14.01,2241.6,98.8722341184868
Vermont,county,Washington County,985,1106,1453,1832,1975,1470.2,14.01,2241.6,104.9393290506781
Vermont,county,Rutland County,991,997,1224,1561,2004,1355.4,14.01,2241.6,96.74518201284798
